codigo da uf;nome da uf;codigo da agencia;nome da agencia;codigo do municipio;nome do municipio;cnpj;razao social;bairro;Ano do RelatÛrio
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;09205442.0001-49;CELITA FRANCA EMPREENDIMENTOS LTDA;CENTRO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;73661472.0001-69;CEPRENG ENGENHARIA LTDA;MANGABEIRA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;96718549.0001-95;CLAUDIO NERE DOS SANTOS;CHACARA SAO COSME;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;05246800.0001-00;COELHO COSTA ENGENHARIA LTDA;CIS;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;13428332.0001-13;COND DE CONSTRUCAO EDIF VILLE DE;SANTA MONICA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;40494577.0001-11;CONIK CONSTRUTORA LTDA;CAPUCHINHOS;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;01042667.0001-10;CONSTRULOPES CONSTRUTORA LTDA;SERRARIA BRASIL;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;05184558.0001-98;CONSTRUSAT LTDA;CAPUCHINHOS;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;10365645.0001-81;CONSTRUTORA G A R LTDA;PAPAGAIO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;13472246.0001-08;CONSTRUTORA JOAO DE BARRO LTDA;CENTRO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;10695296.0001-66;CONSTRUTORA M V B;CENTRO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;07143740.0001-26;CONSTRUTORA TERTA LTDA;BRASILIA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;04358870.0001-98;CONSTRUTORA VELOSO BATISTA LTDA;SANTA MONICA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;02694311.0001-23;CONTROLE MANUTEN ≤ ¥ O E INSTALA ≤ ¥ O;CAMPO LIMPO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;10885354.0001-14;DMA EMPREENDIMENTOS LTDA;PAPAGAIO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;08799427.0001-03;DONA ELISA CONSTRU ≤ öES E INCORPORA ≤;CAPUCHINHOS;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;10264322.0001-00;ECOVILE EMPREENDIMENTOS LTDA;35 BI;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;03430791.0001-88;ELENGE ELETRICIDADE PROJETOS;ZONA RURAL;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;00997727.0001-95;ELETROLISA CONTRU ≤ OES LTDA;CAMPO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;05518481.0001-45;ENERGIA BRASIL PROJETOS E CONSTRU ≤;SIM;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;02690045.0001-60;ESCOLA ASAS DE PAPEL LTDA;SIM;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;13298179.0001-57;FCK CONSTRU ≤ OES E INCORPORADORA;BONFIM DE FEIRA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;00907563.0001-68;GB CONSTRUTORA LTDA;ST MONICA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;14487128.0001-36;GRUPO NOBRE DE ENSINO LTDA;CENTRO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;04992587.0001-13;H MARINHO EMPREENDIMENTOS LTDA-ME;CENTRO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;03562263.0001-82;HIDRAUCAR LTDA;FEIRA DE SANTANA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;13609904.0001-60;J C R BARBOSA METALURGICA;TOMBA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;11180933.0001-24;J V PEREIRA DOS SANTOS;MARIA QUITERIA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;08103660.0001-00;L C SILVA CARROCERIA;SERRARIA BRASIL;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;02535568.0001-32;L . MARQUEZZO CONSTRU ≤ OES LTDA;BRASILIA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;01239341.0001-87;MA . ALMEIDA ENGENHARIA LTDA;35 BI;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;06570070.0001-61;MAR ENGENHARIA E EMPREENDIMENTOS;CASEB;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;07749771.0001-25;MARIA APARECIDA PEREIRA CRUZ;JARDIM ACACIA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;02567217.0001-03;MCTEMPREITEIRA E TRANSPORTES LTDA;MATINHA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;12501108.0001-47;MORADA FRAGA MAIA LTDA;MANGABEIRA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;09591094.0001-95;MULTPLACE FEIRA LTDA;CASEB;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;12978317.0001-86;MYTEC REFORMAS E PINTURAS;QUEIMADINHA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;10315723.0001-33;N . A EDIFICACOES LTDA ME;BRASILIA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;32609786.0001-35;OLIMPIA SERVI ≤ OS E CONSTRU ≤ ¥ O CIVIL;QUEIMADINHA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;13320908.0001-24;OMR CONSTRUTORA LTDA;KALILANDIA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;74168758.0001-70;OQ OLIVEIRA QUEIROZ MAO DE OBRA;CENTRO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;32668378.0001-54;P P C ENGENHARIA LTDA;SANTA MONICA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;09053329.0001-95;PILAR EMPREENDIMENTOS LTDA;SANTA MONICA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;15163652.0001-14;PORTUGAL ENGENHARIA E CONSTRU ≤ OES;CENTRO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;10268066.0001-10;PREMIER FEIRA CONSTRUCOES E;SANTA MONICA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;10948484.0001-59;RCLM CONSTRUCOES E EMPREENDIMENTOS;SIM;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;12477236.0001-00;RCMA CONSTRUCOES SOC DE PROP;SANTA MONICA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;10470624.0001-26;REGINALDO BACELAR DE JESUS;PEDRA FERRADA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;10429196.0001-98;RESERVA BANGALAY EMPREENDIMENTOS;SIM;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;40600405.0001-85;ROQUE OLIVEIRA RIBEIRO ME;BRAVO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;07259827.0001-63;S L M EMPREENDIMENTOS E INCORPORA ≤;CENTRO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;00768840.0001-07;SERRA VALE CONSTRUTORA LTDA;CIS;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;01828461.0001-10;SIGNUS SINALIZA ≤ OES DE TRANSITO;CIS;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;42272740.0001-27;SIPEL CONSTRU ≤ öES LTDA;QUEIMADINHA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;05493684.0001-24;SOUZA PINHO ENGENHARIA LTDA;PONTO CENTRAL;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;09443396.0001-16;TERRA NOVA RODOBENS INCORP . IMOB .;SAO J DOS COQUEIRO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;07894642.0001-20;TOP CONSTRU ≤ öES E TERRAPLANAGEM;QUEIMADINHA;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;12094415.0001-50;UIMAX COM E SERVICOS;CENTRO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;10679818.0001-36;VIEIRA SIMOES CONSTRUCOES E;PONTO CENTRAL;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;09557074.0001-06;WXM ENGENHARIA E CONSERVA ≤ ¥ O LTDA;CENTRO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;09029442.0001-35;Z J TRANSPORTES E SERVICOS LTDA;PARQUE IPE;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.10800.00;Feira de;09022141.0001-80;5M CONSTRUCOES E COMERCIO LTDA EPP;CONCEICAO II;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.28802.00;Santo Est¿v o;12457718.0001-90;E DE SOUZA GOMES;CENTRO;2011
BA;BAHIA;29.10800.00;Feira de Santana;29.28802.00;Santo Est¿v o;04691908.0001-40;S J CONSTRUCAO CIVIL E TRANSPORTE;SANTO ESTEVAO BAHIA;2011
BA;BAHIA;29.11709.00;Guanambi;29.07103.00;Carinhanha;03512904.0001-94;THECNA ENGENHARIA LTDA;POVOADO;2011
BA;BAHIA;29.11709.00;Guanambi;29.11709.00;Guanambi;04230509.0001-81;BRASPO ≤ OS PERFURA ≤ ¥ O DE PO ≤ OS LTDA;SAO FRANCISCO;2011
BA;BAHIA;29.11709.00;Guanambi;29.11709.00;Guanambi;10629148.0001-43;CARDOSO FERNANDES SANTANA;CENTRO;2011
BA;BAHIA;29.11709.00;Guanambi;29.20205.00;Malhada;03406963.0001-88;VERTICE CONSTRUTORA LTDA;CENTRO;2011
BA;BAHIA;29.13200.00;Ibotirama;29.13200.00;Ibotirama;05645198.0001-84;CONSTRUTOURA MEDEIROS RAMOS LTDA;IBOTIRAMINHA;2011
BA;BAHIA;29.13200.00;Ibotirama;29.23209.00;Oliveira dos;12844004.0001-35;JESSICA PASSARELLI ORMONDE;CENTRO;2011
BA;BAHIA;29.13606.00;Ilh { us;29.02401.00;Aurelino Leal;05822104.0001-03;A P DOS SANTOS DE AURELINO LEAL ME;CENTRO;2011
BA;BAHIA;29.13606.00;Ilh { us;29.13606.00;Oliven a;09054625.0001-00;AMBV CONSTRUTORA LTDA;SALOBRINHO;2011
BA;BAHIA;29.13606.00;Ilh { us;29.13606.00;Oliven a;11219592.0001-53;ANA PAULA BISPO DE SOUZA;OLIVENCA;2011
BA;BAHIA;29.13606.00;Ilh { us;29.13606.00;Oliven a;04136239.0001-44;CICON CONSTRUTORA E INCORPORADORA;CENTRO;2011
BA;BAHIA;29.13606.00;Ilh { us;29.13606.00;Oliven a;73503245.0001-05;HP TERRAPLENAGENS E CONSTRU ≤ öES;BANCO DA VITORIA;2011
BA;BAHIA;29.13606.00;Ilh { us;29.13606.00;Oliven a;34358648.0001-56;I ALVES DE OLIVEIRA DE ILHEUS;NELSON COSTA;2011
BA;BAHIA;29.13606.00;Ilh { us;29.13606.00;Oliven a;34321422.0001-80;LA ENGENHARIA LTDA .;CENTRO;2011
BA;BAHIA;29.13606.00;Ilh { us;29.13606.00;Oliven a;13663014.0001-37;LUIZ SILVA SANTOS ME;BELA VISAO;2011
BA;BAHIA;29.13606.00;Ilh { us;29.13606.00;Oliven a;07796753.0001-02;MONTANHA ALUGUEL DE MAQ E EQUIP DE;LOT MARES DO SUL;2011
BA;BAHIA;29.13606.00;Ilh { us;29.13606.00;Oliven a;08810550.0001-88;POLILEMOINE INCORPORACAO LTDA;ZONA RURAL;2011
BA;BAHIA;29.13606.00;Ilh { us;29.32200.00;Ubaitaba;07341611.0001-42;MOVETERRA PLANEJAMENTO E CONSTRU ≤;CENTRO;2011
BA;BAHIA;29.13606.00;Ilh { us;29.32507.00;Una;14448260.0001-39;TOP ENGENHARIA LTDA .;COLONIA;2011
BA;BAHIA;29.13903.00;Ipia °;29.11204.00;Gandu;03270942.0001-88;LIGHT POWER ENGENHARIA LTDA;ELIZEU LEAL;2011
BA;BAHIA;29.13903.00;Ipia °;29.13903.00;Ipia °;32651465.0001-07;GRADO ENGENHARIA LTDA;N / D;2011
BA;BAHIA;29.13903.00;Ipia °;29.13903.00;Ipia °;14800320.0001-30;PAVISA PAVIMENTA ≤ ¥ O E OBRAS DE;CENTRO;2011
BA;BAHIA;29.14000.00;Ipira;29.14000.00;Ipir∆;03407182.0001-08;ENGELUX ENGENHARIA LTDA;CENTRO;2011
BA;BAHIA;29.14000.00;Ipira;29.14000.00;Ipir∆;05022643.0001-50;MRC CONSTRU ≤ OES E SERVI ≤ OS;CENTRO;2011
BA;BAHIA;29.14604.00;Irec¿;29.14604.00;Irec¿;03975131.0001-82;A N D ENGENHAHIA LTDA;CENTRO;2011
BA;BAHIA;29.14604.00;Irec¿;29.14604.00;Irec¿;03434720.0001-53;ABC CONSTRUCAO LTDA;LOT ARNOBIO BATIST;2011
BA;BAHIA;29.14604.00;Irec¿;29.14604.00;Irec¿;05067375.0001-92;ANDERSON ROBERTO DOS REIS DELGADO;;2011
BA;BAHIA;29.14604.00;Irec¿;29.14604.00;Irec¿;02563322.0001-74;CONSTRUTORA C & T LTDA;CENTRO;2011
BA;BAHIA;29.14604.00;Irec¿;29.14604.00;Irec¿;05518888.0001-72;GONCALVES COMERCIO E REPR DE ALIM;COOPIRECE;2011
BA;BAHIA;29.14604.00;Irec¿;29.14604.00;Irec¿;06243622.0001-27;W R W CONSTRUTORA LTDA;CENTRO;2011
BA;BAHIA;29.14604.00;Irec¿;29.19157.00;Lap o;13582689.0001-51;WTM-CONSTRUCOES E TRANSPORTES LTDA .;CENTRO;2011
BA;BAHIA;29.14703.00;Itaberaba;29.14703.00;Itaberaba;06955528.0001-09;L M DE JESUS DA SILVA;LOTEAMENTO BAHIA;2011
BA;BAHIA;29.14703.00;Itaberaba;29.27200.00;Ruy Barbosa;08474273.0001-80;ATONIVALDO PEREIRA DOS SANTOS;URBIS;2011
BA;BAHIA;29.14802.00;Itabuna;29.05602.00;Camacan;03678859.0001-42;FORTBAHIA CONSTRU ≤ öES E INCORPORA ≤;CENTRO;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;01956991.0001-43;A M I ASSESSORIA MANUTENCAO E;CASTALIA;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;13787924.0001-21;ALFREDO MELO ENGENHARIA LTDA;GOES CALMON;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;40507972.0001-91;C V O ENGENHARIA LTDA;DUQUE DE CAXIAS;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;03182190.0001-01;CASA DA REFRIGERACAO E AR;FATIMA;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;33812520.0001-58;CASAPROPRIA IMOBILIARIA LTDA;LOMANTO;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;13478228.0001-33;CONSTEMAVE CONST TERRAP LOC DE MAQ;CENTRO;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;07496099.0001-03;EHM CONSTRUTORA E INCORPORADORA;BERILO;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;07206106.0001-95;ELETRONS ENGENHARIA;CENTRO;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;06847983.0001-82;J L A DOS SANTOS & CIA LTDA;SAO CAETANO;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;06252064.0001-66;LKB INSTALA ≤ ¥ O E MANUTEN ≤ ¥ O DE;S ¥ O CAETANO;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;14480974.0001-24;META ELETRIFICA ≤ ¥ O RURAL LTDA;CENTRO COMERCIAL;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;09288971.0001-53;MONTEDIMAR MANUTEN ≤ ¥ O E MONTAGENS;MANGABINHA;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;11613372.0001-00;OLM CONSTRUTORA LTDA;SANTO ANTONIO;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;14841175.0001-36;R A SANTINI CONSTRU ≤ ¥ O E INCORPORA ≤;CENTRO;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;09514983.0001-59;RUNA PATRIMONIAL LTDA;JARDIM VITORIA;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;13487103.0001-70;SAMUEL DE OLIVEIRA DE ITABUNA;JARDIM VITORIA;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;08946715.0001-43;SOLARIUM CONSTRUTORA E;JARDIM DE ALA;2011
BA;BAHIA;29.14802.00;Itabuna;29.14802.00;Itabuna;37027380.0001-68;TECPAV TECNOLOGIA E PAVIMENTA ≤ ¥ O;ZONA RURAL;2011
BA;BAHIA;29.14802.00;Itabuna;29.18555.00;Jussari;00175793.0001-80;AGT ENGENHARIA E ARQUITETURA LTDA;CENTRO;2011
BA;BAHIA;29.15601.00;Itamaraju;29.06907.00;Caravelas;15128515.0001-49;TERRABRAS TERRAPLENAGENS DO BRASIL;BOSQUES DAS AVENIDA;2011
BA;BAHIA;29.15601.00;Itamaraju;29.15601.00;Itamaraju;08039576.0001-74;LOPES E VALES LTDA;CENTRO;2011
BA;BAHIA;29.15601.00;Itamaraju;29.15601.00;Itamaraju;04311776.0001-83;LUZAGUA PROJETOS E CONSTRU ≤ öES;CENTRO;2011
BA;BAHIA;29.15601.00;Itamaraju;29.15601.00;Itamaraju;10654881.0001-18;MARESIA TERRAPLANAGEM LIMP URBANA E;CENTRO;2011
BA;BAHIA;29.15601.00;Itamaraju;29.15601.00;Itamaraju;11351488.0001-18;S E A CONSTRUCOES LTDA;CENTRO;2011
BA;BAHIA;29.15601.00;Itamaraju;29.18456.00;Jucuru u;63240030.0001-95;MIREL CONSTRUTORA LTDA;ZONA RURAL;2011
BA;BAHIA;29.16401.00;Itapetinga;29.16401.00;Itapetinga;07061366.0001-10;G & V LIMPEZA LTDA;CENTRO;2011
BA;BAHIA;29.16401.00;Itapetinga;29.16401.00;Itapetinga;07325705.0001-28;MANOELITO MOREIRA CHAVES;NOVA ITAPETINGA;2011
BA;BAHIA;29.16401.00;Itapetinga;29.16401.00;Itapetinga;33972829.0001-05;NG ENGENHARIA LTDA;CENTRO;2011
BA;BAHIA;29.17508.00;Jacobina;29.06873.00;Capim Grosso;10557927.0001-80;ARAUJO E FEITOSA URBANIZACAO LTDA;CENTRO;2011
BA;BAHIA;29.17508.00;Jacobina;29.06873.00;Capim Grosso;12540570.0001-53;CG CONSTTUTORA LTDA;OLIVEIRA;2011
BA;BAHIA;29.17508.00;Jacobina;29.17508.00;Jacobina;10634062.0001-09;A CARNEIRO OLIVEIRA & CIA LTDA ME;JACOBINA 3;2011
BA;BAHIA;29.17508.00;Jacobina;29.17508.00;Jacobina;40533051.0001-01;C S V CONSTRU ≤ öES E PROJETOS LTDA;FELIX THOMAS;2011
BA;BAHIA;29.17508.00;Jacobina;29.17508.00;Jacobina;03884633.0001-06;CONSTRUTORA CANAVIEIRA;SEDE;2011
BA;BAHIA;29.17508.00;Jacobina;29.17508.00;Jacobina;04990132.0001-69;JM FAGUNDES E CIA LTDA;LEADER;2011
BA;BAHIA;29.17607.00;Jaguaquara;29.16708.00;Itaquara;01551923.0001-02;LAZAL INSTALA ≤ ¥ O E MANUTEN ≤ ¥ O LTDA;CENTRO;2011
BA;BAHIA;29.17607.00;Jaguaquara;29.17607.00;Jaguaquara;07191779.0001-19;VALMER MONTEIRO DE ALMEIDA E CIA;URBIS;2011
BA;BAHIA;29.17607.00;Jaguaquara;29.19058.00;Lajedo do;16172207.0001-83;MENDES EDIFICACOES LTDA;CENTRO;2011
BA;BAHIA;29.17607.00;Jaguaquara;29.20502.00;Marac∆s;02466678.0001-90;GILDENOR ALMEIDA MEIRA & CIA LTDA;CENTRO;2011
BA;BAHIA;29.17607.00;Jaguaquara;29.21302.00;Milagres;04370470.0001-06;COMAG SERVICOS E OBRAS;CENTRO;2011
BA;BAHIA;29.18001.00;Jequi {;29.18001.00;Jequi {;14159214.0001-10;BRITO LOBO LTDA;JEQUIEZINHO;2011
BA;BAHIA;29.18001.00;Jequi {;29.18001.00;Jequi {;15215932.0001-29;CONTABILIDADE BARBOSA LTDA .;MANDACARU;2011
BA;BAHIA;29.18001.00;Jequi {;29.18001.00;Jequi {;11408466.0001-47;IMPERIO CONSTRUCOES E SERVICOS LTDA;MANDACARU;2011
BA;BAHIA;29.18001.00;Jequi {;29.18001.00;Jequi {;07314975.0001-33;M N SERVI ≤ OS E PAVIMENTA ≤ ¥ O LTDA . -;JEQUIEZINHO;2011
BA;BAHIA;29.18001.00;Jequi {;29.18001.00;Jequi {;10617551.0001-52;REAL MANUTENCAO E CONSTRUCAO LTDA;MANADACARU;2011
BA;BAHIA;29.18001.00;Jequi {;29.21450.00;Mirante;34085282.0001-99;WL CONSTRUTORA COM . DE MAT . PARA;CENTRO;2011
BA;BAHIA;29.18407.00;Juazeiro;29.07202.00;Casa Nova;10228996.0001-40;CONSTRUVALE EMPREENDIMENTOS LTDA;BORGES;2011
BA;BAHIA;29.18407.00;Juazeiro;29.18407.00;Juazeiro;07790372.0001-08;ADEILSON MACHADO DE OLIVEIRA;MARINGA;2011
BA;BAHIA;29.18407.00;Juazeiro;29.18407.00;Juazeiro;08476468.0001-69;ANDREIA PATRICIA GONCALVES LIMA;PIRANGA;2011
BA;BAHIA;29.18407.00;Juazeiro;29.18407.00;Juazeiro;02194685.0001-80;CONSISTE ENGENHARIA LTDA;PENHA;2011
BA;BAHIA;29.18407.00;Juazeiro;29.18407.00;Juazeiro;10461377.0001-00;CONSTRUTORA CANAA;ITABERABA;2011
BA;BAHIA;29.18407.00;Juazeiro;29.18407.00;Juazeiro;07931288.0001-67;CONSTRUTORA GERMAC;ALTO DO CRUZEIRO;2011
BA;BAHIA;29.18407.00;Juazeiro;29.18407.00;Juazeiro;14138176.0001-19;CONSTRUTORA LUMAX LTDA;DIST INDL S FCO;2011
BA;BAHIA;29.18407.00;Juazeiro;29.18407.00;Juazeiro;04645161.0001-93;CONSTRUTORA MVC LTDA;LOMANTO;2011
BA;BAHIA;29.18407.00;Juazeiro;29.18407.00;Juazeiro;11387803.0001-67;E G CONSTRUTORA;SANTO ANTONIO;2011
BA;BAHIA;29.18407.00;Juazeiro;29.18407.00;Juazeiro;16296253.0001-94;EXECUTA ENGENHARIA LTDA;TANCREDO NEVES;2011
BA;BAHIA;29.18407.00;Juazeiro;29.18407.00;Juazeiro;04353327.0001-06;FRANCISCO NOBRE FERREIRA CONSTRUCAO;JOAO PAULO II;2011
BA;BAHIA;29.18407.00;Juazeiro;29.18407.00;Juazeiro;96852157.0001-14;GUTEMBERG GRAFICA E EDITORA LTDA;ALTO DA MARAVILHA;2011
BA;BAHIA;29.18407.00;Juazeiro;29.18407.00;Juazeiro;03898929.0001-78;JOSE DO NASCIMENTO DE SOUZA;JOAO 23;2011
BA;BAHIA;29.18407.00;Juazeiro;29.18407.00;Juazeiro;07961674.0001-00;VALERIA DAYANA FERNANDES DE MORAIS;CENTRO;2011
BA;BAHIA;29.18407.00;Juazeiro;29.30204.00;Sento S {;04416831.0001-08;DOMINGOS PACHECO DOS SANTOS;BELA VISTA;2011
BA;BAHIA;29.18407.00;Juazeiro;29.30774.00;Sobradinho;04012559.0001-92;MONTREL MONTAGENS ELETRICAS LTDA ME;VILA SANTANA;2011
BA;BAHIA;29.19504.00;Livramento de Nossa;29.19504.00;Livramento de;04449607.0001-04;TECTRAN BAHIA LTDA;CENTRO;2011
BA;BAHIA;29.21708.00;Morro do Chap { u;29.21708.00;Morro do Chap {;07396595.0001-95;A M CONSTRUTORA LTDA;CENTRO;2011
BA;BAHIA;29.21708.00;Morro do Chap { u;29.21708.00;Morro do Chap {;13102419.0001-04;ALISON MICHEL DA SILVA MORENO;CENTRO;2011
BA;BAHIA;29.21708.00;Morro do Chap { u;29.21708.00;Morro do Chap {;06866305.0001-67;NABLA CONSTRU ≤ öES LTDA;CONTORNO;2011
BA;BAHIA;29.21708.00;Morro do Chap { u;29.24801.00;Piritiba;12894190.0001-17;NEI BARBOZA;CENTRO;2011
BA;BAHIA;29.21708.00;Morro do Chap { u;29.31301.00;Tapiramut∆;00349149.0001-80;TENAZ CONSTRUTORA LTDA;CENTRO;2011
BA;BAHIA;29.24009.00;Paulo Afonso;29.24009.00;Paulo Afonso;02023187.0001-74;COINPE CONSTRUTORA LTDA;PERPETUO SOCORRO;2011
BA;BAHIA;29.24009.00;Paulo Afonso;29.24009.00;Paulo Afonso;08534529.0001-05;CVM CONSTRUTORA LTDA;CENTRO;2011
BA;BAHIA;29.24009.00;Paulo Afonso;29.24009.00;Paulo Afonso;03766785.0001-04;DIORGE SANDES DE OLIVEIRA;CENTRO;2011
BA;BAHIA;29.24009.00;Paulo Afonso;29.24009.00;Paulo Afonso;03470536.0001-69;ENERGIA EMPREENDIMENTOS LTDA;CENTRO;2011
BA;BAHIA;29.24009.00;Paulo Afonso;29.24009.00;Paulo Afonso;08597837.0001-71;F . S . P CONSTRUTORA LTDA;ABEL BARBOSA;2011
BA;BAHIA;29.24009.00;Paulo Afonso;29.24009.00;Paulo Afonso;07308813.0001-92;GL EMPREENDIMENTOS LTDA;BTN 3;2011
BA;BAHIA;29.24009.00;Paulo Afonso;29.24009.00;Paulo Afonso;04921857.0001-03;SOLOTEC CONSTRU ≤ öES E INCORPORA ≤ öES;CENTRO;2011
BA;BAHIA;29.25303.00;Porto Seguro;29.25303.00;Porto Seguro;08911674.0001-50;AD SOL;PARAISO DOS PATAXOS;2011
BA;BAHIA;29.25303.00;Porto Seguro;29.25303.00;Porto Seguro;10571981.0001-80;ALDEIA ITAPOROROCA EMPREENDIMENTO;TRANCOSO;2011
BA;BAHIA;29.25303.00;Porto Seguro;29.25303.00;Porto Seguro;07580005.0001-80;ANTONIO LEAL FERREIRA;CAMBOLO;2011
BA;BAHIA;29.25303.00;Porto Seguro;29.25303.00;Porto Seguro;04958700.0001-44;CONSTRUTORA OLIVEIRA COSTA LTDA;PQ ECOLOGICO;2011
BA;BAHIA;29.25303.00;Porto Seguro;29.25303.00;Porto Seguro;00181020.0001-06;CONTRUTORA OUTEIRO LTDA;CENTRO;2011
BA;BAHIA;29.25303.00;Porto Seguro;29.25303.00;Porto Seguro;10582820.0001-92;GARAVELLI EMPREENDIMENTOS;PARAISO DOS PATAXOS;2011
